# Langmuir probe raw measurement — 2026-06-01 15:10:26
# Points: 1000
voltage_V,current_A,current_mA
2.39243,2.39334000e-06,0.00239334
2.4124,2.37557000e-06,0.00237557
2.4324,2.36475000e-06,0.00236475
2.45249,2.41251000e-06,0.00241251
2.47249,2.46585000e-06,0.00246585
2.49244,2.47900000e-06,0.002479
2.5125,2.45529000e-06,0.00245529
2.53251,2.47004000e-06,0.00247004
2.55252,2.54064000e-06,0.00254064
2.5726,2.56618000e-06,0.00256618
2.59262,2.55578000e-06,0.00255578
2.6126,2.53973000e-06,0.00253973
2.6326,2.58464000e-06,0.00258464
2.65261,2.64307000e-06,0.00264307
2.67268,2.65661000e-06,0.00265661
2.69272,2.63545000e-06,0.00263545
2.7127,2.64567000e-06,0.00264567
2.73269,2.69803000e-06,0.00269803
2.7528,2.75202000e-06,0.00275202
2.77279,2.73849000e-06,0.00273849
2.79278,2.72621000e-06,0.00272621
2.81279,2.75741000e-06,0.00275741
2.83286,2.81466000e-06,0.00281466
2.85288,2.83760000e-06,0.0028376
2.87289,2.81146000e-06,0.00281146
2.89284,2.82662000e-06,0.00282662
2.9129,2.87201000e-06,0.00287201
2.9329,2.92856000e-06,0.00292856
2.95299,2.92435000e-06,0.00292435
2.97299,2.90707000e-06,0.00290707
2.99299,2.93392000e-06,0.00293392
3.01299,2.99443000e-06,0.00299443
3.03299,3.01859000e-06,0.00301859
3.05311,3.00564000e-06,0.00300564
3.07308,2.99626000e-06,0.00299626
3.09315,3.04784000e-06,0.00304784
3.11309,3.10193000e-06,0.00310193
3.13311,3.10357000e-06,0.00310357
3.15321,3.08978000e-06,0.00308978
3.17322,3.10521000e-06,0.00310521
3.19325,3.17276000e-06,0.00317276
3.21319,3.19809000e-06,0.00319809
3.2332,3.18705000e-06,0.00318705
3.25329,3.17112000e-06,0.00317112
3.27334,3.21714000e-06,0.00321714
3.2933,3.27187000e-06,0.00327187
3.31329,3.28850000e-06,0.0032885
3.3333,3.26679000e-06,0.00326679
3.3534,3.27801000e-06,0.00327801
3.37339,3.33834000e-06,0.00333834
3.3934,3.38127000e-06,0.00338127
3.41347,3.36954000e-06,0.00336954
3.4334,3.35162000e-06,0.00335162
3.45349,3.38996000e-06,0.00338996
3.47344,3.45177000e-06,0.00345177
3.49347,3.46901000e-06,0.00346901
3.51351,3.44326000e-06,0.00344326
3.53352,3.45269000e-06,0.00345269
3.5536,3.50482000e-06,0.00350482
3.57357,3.55869000e-06,0.00355869
3.59361,3.55544000e-06,0.00355544
3.6136,3.53561000e-06,0.00353561
3.63362,3.56020000e-06,0.0035602
3.65371,3.62387000e-06,0.00362387
3.67368,3.64557000e-06,0.00364557
3.69369,3.63365000e-06,0.00363365
3.71371,3.62395000e-06,0.00362395
3.7337,3.67749000e-06,0.00367749
3.75377,3.73967000e-06,0.00373967
3.7738,3.73411000e-06,0.00373411
3.79381,3.71555000e-06,0.00371555
3.81376,3.73479000e-06,0.00373479
3.83381,3.80106000e-06,0.00380106
3.85389,3.83013000e-06,0.00383013
3.87382,3.82236000e-06,0.00382236
3.89391,3.80456000e-06,0.00380456
3.91387,3.85156000e-06,0.00385156
3.93391,3.90859000e-06,0.00390859
3.95398,3.91922000e-06,0.00391922
3.97397,3.89822000e-06,0.00389822
3.994,3.91620000e-06,0.0039162
4.01401,3.97683000e-06,0.00397683
4.03398,4.01286000e-06,0.00401286
4.0541,3.99831000e-06,0.00399831
4.07411,3.98035000e-06,0.00398035
4.0941,4.02746000e-06,0.00402746
4.11408,4.08290000e-06,0.0040829
4.13409,4.07576000e-06,0.00407576
4.15419,4.06068000e-06,0.00406068
4.17422,4.10779000e-06,0.00410779
4.19418,4.16512000e-06,0.00416512
4.2142,4.17610000e-06,0.0041761
4.23415,4.15708000e-06,0.00415708
4.25429,4.17506000e-06,0.00417506
4.27428,4.22947000e-06,0.00422947
4.29429,4.27249000e-06,0.00427249
4.31427,4.25565000e-06,0.00425565
4.33427,4.24119000e-06,0.00424119
4.3544,4.28100000e-06,0.004281
4.37446,4.34496000e-06,0.00434496
4.3944,4.35408000e-06,0.00435408
4.41443,4.33417000e-06,0.00433417
4.4344,4.34798000e-06,0.00434798
4.45451,4.41188000e-06,0.00441188
4.47456,4.44257000e-06,0.00444257
4.49445,4.43556000e-06,0.00443556
4.51449,4.41667000e-06,0.00441667
4.53451,4.46407000e-06,0.00446407
4.55462,4.51754000e-06,0.00451754
4.57459,4.53333000e-06,0.00453333
4.59452,4.51118000e-06,0.00451118
4.61459,4.52038000e-06,0.00452038
4.63459,4.57791000e-06,0.00457791
4.65468,4.62359000e-06,0.00462359
4.6747,4.61711000e-06,0.00461711
4.69469,4.59693000e-06,0.00459693
4.71472,4.63550000e-06,0.0046355
4.7347,4.69102000e-06,0.00469102
4.75487,4.71407000e-06,0.00471407
4.7748,4.68740000e-06,0.0046874
4.79476,4.69749000e-06,0.00469749
4.81481,4.74741000e-06,0.00474741
4.83481,4.80283000e-06,0.00480283
4.85493,4.80117000e-06,0.00480117
4.8749,4.78151000e-06,0.00478151
4.89495,4.80666000e-06,0.00480666
4.91489,4.87009000e-06,0.00487009
4.93492,4.89564000e-06,0.00489564
4.95494,4.88394000e-06,0.00488394
4.97499,4.87281000e-06,0.00487281
4.995,4.92513000e-06,0.00492513
5.01501,4.97664000e-06,0.00497664
5.03502,4.98130000e-06,0.0049813
5.05502,4.96480000e-06,0.0049648
5.07509,4.97891000e-06,0.00497891
5.09511,5.04865000e-06,0.00504865
5.1151,5.07440000e-06,0.0050744
5.13512,5.06316000e-06,0.00506316
5.15519,5.04685000e-06,0.00504685
5.17517,5.09288000e-06,0.00509288
5.19519,5.14915000e-06,0.00514915
5.2152,5.16399000e-06,0.00516399
5.23521,5.14258000e-06,0.00514258
5.2553,5.15172000e-06,0.00515172
5.27534,5.20565000e-06,0.00520565
5.29528,5.25568000e-06,0.00525568
5.31531,5.24563000e-06,0.00524563
5.33526,5.23464000e-06,0.00523464
5.35541,5.26368000e-06,0.00526368
5.37535,5.32685000e-06,0.00532685
5.39539,5.34579000e-06,0.00534579
5.41539,5.31704000e-06,0.00531704
5.43538,5.32990000e-06,0.0053299
5.45549,5.38010000e-06,0.0053801
5.47552,5.44024000e-06,0.00544024
5.49547,5.42813000e-06,0.00542813
5.51549,5.41070000e-06,0.0054107
5.53546,5.43899000e-06,0.00543899
5.5556,5.49905000e-06,0.00549905
5.57567,5.52157000e-06,0.00552157
5.59561,5.50942000e-06,0.00550942
5.6156,5.49938000e-06,0.00549938
5.63565,5.55751000e-06,0.00555751
5.65568,5.61090000e-06,0.0056109
5.67571,5.61416000e-06,0.00561416
5.69569,5.59189000e-06,0.00559189
5.7157,5.60892000e-06,0.00560892
5.73568,5.67628000e-06,0.00567628
5.7558,5.70892000e-06,0.00570892
5.7758,5.69323000e-06,0.00569323
5.79581,5.67883000e-06,0.00567883
5.81577,5.72731000e-06,0.00572731
5.83578,5.78392000e-06,0.00578392
5.85591,5.79507000e-06,0.00579507
5.8759,5.77308000e-06,0.00577308
5.89587,5.79689000e-06,0.00579689
5.91588,5.84659000e-06,0.00584659
5.93596,5.89077000e-06,0.00589077
5.95601,5.87578000e-06,0.00587578
5.97603,5.85968000e-06,0.00585968
5.99605,5.90324000e-06,0.00590324
6.01598,5.95715000e-06,0.00595715
6.036,5.98361000e-06,0.00598361
6.0561,5.94969000e-06,0.00594969
6.07609,5.95936000e-06,0.00595936
6.09602,6.01636000e-06,0.00601636
6.11612,6.06580000e-06,0.0060658
6.13612,6.06085000e-06,0.00606085
6.1562,6.04213000e-06,0.00604213
6.17619,6.06849000e-06,0.00606849
6.19619,6.13172000e-06,0.00613172
6.2162,6.15048000e-06,0.00615048
6.23619,6.13285000e-06,0.00613285
6.25629,6.13458000e-06,0.00613458
6.27636,6.18743000e-06,0.00618743
6.2963,6.24266000e-06,0.00624266
6.31629,6.23905000e-06,0.00623905
6.33624,6.22446000e-06,0.00622446
6.35639,6.24221000e-06,0.00624221
6.3764,6.30935000e-06,0.00630935
6.39636,6.33933000e-06,0.00633933
6.4164,6.32450000e-06,0.0063245
6.4364,6.33226000e-06,0.00633226
6.45649,6.39193000e-06,0.00639193
6.47651,6.41322000e-06,0.00641322
6.49649,6.38896000e-06,0.00638896
6.51649,6.39606000e-06,0.00639606
6.53649,6.44762000e-06,0.00644762
6.55658,6.50464000e-06,0.00650464
6.57658,6.49248000e-06,0.00649248
6.59652,6.47972000e-06,0.00647972
6.61659,6.50904000e-06,0.00650904
6.63659,6.56588000e-06,0.00656588
6.65669,6.58690000e-06,0.0065869
6.67661,6.56344000e-06,0.00656344
6.6967,6.57723000e-06,0.00657723
6.71668,6.64526000e-06,0.00664526
6.73668,6.67905000e-06,0.00667905
6.75678,6.66148000e-06,0.00666148
6.77687,6.64744000e-06,0.00664744
6.79679,6.69569000e-06,0.00669569
6.8168,6.75224000e-06,0.00675224
6.8368,6.76730000e-06,0.0067673
6.85689,6.74068000e-06,0.00674068
6.87689,6.75804000e-06,0.00675804
6.89691,6.82320000e-06,0.0068232
6.91688,6.85389000e-06,0.00685389
6.93689,6.84159000e-06,0.00684159
6.957,6.82920000e-06,0.0068292
6.97699,6.86958000e-06,0.00686958
6.99698,6.92570000e-06,0.0069257
7.01696,6.94592000e-06,0.00694592
7.03699,6.91762000e-06,0.00691762
7.05711,6.92566000e-06,0.00692566
7.07707,6.98436000e-06,0.00698436
7.09709,7.03179000e-06,0.00703179
7.11712,7.02298000e-06,0.00702298
7.13711,7.00941000e-06,0.00700941
7.15718,7.03952000e-06,0.00703952
7.17721,7.10279000e-06,0.00710279
7.1972,7.12303000e-06,0.00712303
7.2172,7.09561000e-06,0.00709561
7.23719,7.10645000e-06,0.00710645
7.25728,7.15568000e-06,0.00715568
7.27731,7.21075000e-06,0.00721075
7.2973,7.20636000e-06,0.00720636
7.31731,7.19004000e-06,0.00719004
7.33722,7.21627000e-06,0.00721627
7.35742,7.27866000e-06,0.00727866
7.37741,7.30387000e-06,0.00730387
7.3974,7.29117000e-06,0.00729117
7.41741,7.28118000e-06,0.00728118
7.43741,7.33340000e-06,0.0073334
7.45749,7.38449000e-06,0.00738449
7.47756,7.39051000e-06,0.00739051
7.4975,7.37196000e-06,0.00737196
7.51749,7.38752000e-06,0.00738752
7.53746,7.45864000e-06,0.00745864
7.55759,7.48248000e-06,0.00748248
7.5776,7.47695000e-06,0.00747695
7.59762,7.45612000e-06,0.00745612
7.61758,7.50112000e-06,0.00750112
7.63759,7.55752000e-06,0.00755752
7.65771,7.57417000e-06,0.00757417
7.67769,7.54878000e-06,0.00754878
7.6977,7.56070000e-06,0.0075607
7.71766,7.61621000e-06,0.00761621
7.73769,7.66395000e-06,0.00766395
7.75786,7.65492000e-06,0.00765492
7.7778,7.63721000e-06,0.00763721
7.79781,7.67752000e-06,0.00767752
7.81778,7.73290000e-06,0.0077329
7.83779,7.75357000e-06,0.00775357
7.85782,7.73054000e-06,0.00773054
7.87791,7.73949000e-06,0.00773949
7.89787,7.78764000e-06,0.00778764
7.91792,7.84525000e-06,0.00784525
7.93788,7.83640000e-06,0.0078364
7.95801,7.82757000e-06,0.00782757
7.97798,7.84738000e-06,0.00784738
7.99798,7.91017000e-06,0.00791017
8.018,7.93567000e-06,0.00793567
8.038,7.92028000e-06,0.00792028
8.05814,7.91316000e-06,0.00791316
8.07807,7.96287000e-06,0.00796287
8.09811,8.01911000e-06,0.00801911
8.11812,8.02527000e-06,0.00802527
8.13811,8.00206000e-06,0.00800206
8.15824,8.02069000e-06,0.00802069
8.17814,8.08732000e-06,0.00808732
8.1982,8.11456000e-06,0.00811456
8.21824,8.10664000e-06,0.00810664
8.23819,8.08796000e-06,0.00808796
8.25834,8.13621000e-06,0.00813621
8.2783,8.19104000e-06,0.00819104
8.29831,8.20518000e-06,0.00820518
8.31829,8.18231000e-06,0.00818231
8.33827,8.19724000e-06,0.00819724
8.35838,8.25730000e-06,0.0082573
8.37839,8.30035000e-06,0.00830035
8.39845,8.28348000e-06,0.00828348
8.41836,8.27082000e-06,0.00827082
8.43843,8.30868000e-06,0.00830868
8.45849,8.36491000e-06,0.00836491
8.4785,8.38669000e-06,0.00838669
8.4985,8.35851000e-06,0.00835851
8.51846,8.37034000e-06,0.00837034
8.53849,8.42038000e-06,0.00842038
8.55861,8.47465000e-06,0.00847465
8.57861,8.46589000e-06,0.00846589
8.5986,8.44962000e-06,0.00844962
8.61858,8.47660000e-06,0.0084766
8.63861,8.54011000e-06,0.00854011
8.65871,8.55782000e-06,0.00855782
8.67872,8.54241000e-06,0.00854241
8.69869,8.54036000e-06,0.00854036
8.7187,8.59996000e-06,0.00859996
8.73871,8.63839000e-06,0.00863839
8.75882,8.61777000e-06,0.00861777
8.77874,8.62960000e-06,0.0086296
8.79872,8.67792000e-06,0.00867792
8.81879,8.73187000e-06,0.00873187
8.8388,8.72479000e-06,0.00872479
8.85892,8.71081000e-06,0.00871081
8.87889,8.73874000e-06,0.00873874
8.89888,8.79831000e-06,0.00879831
8.91891,8.82606000e-06,0.00882606
8.93888,8.80683000e-06,0.00880683
8.95902,8.79906000e-06,0.00879906
8.979,8.87508000e-06,0.00887508
8.99909,8.89505000e-06,0.00889505
9.01899,8.87865000e-06,0.00887865
9.03899,8.87544000e-06,0.00887544
9.0591,8.93593000e-06,0.00893593
9.07908,8.98721000e-06,0.00898721
9.0991,8.98399000e-06,0.00898399
9.11908,8.96943000e-06,0.00896943
9.13911,8.98505000e-06,0.00898505
9.1593,9.05437000e-06,0.00905437
9.17921,9.08349000e-06,0.00908349
9.19919,9.06910000e-06,0.0090691
9.21921,9.06144000e-06,0.00906144
9.23919,9.10495000e-06,0.00910495
9.25931,9.15969000e-06,0.00915969
9.27931,9.17566000e-06,0.00917566
9.29929,9.14870000e-06,0.0091487
9.31931,9.16763000e-06,0.00916763
9.33924,9.23142000e-06,0.00923142
9.35939,9.26528000e-06,0.00926528
9.37945,9.25243000e-06,0.00925243
9.39938,9.23463000e-06,0.00923463
9.41938,9.27821000e-06,0.00927821
9.43946,9.33431000e-06,0.00933431
9.45952,9.35216000e-06,0.00935216
9.4795,9.32468000e-06,0.00932468
9.49946,9.33892000e-06,0.00933892
9.51951,9.39105000e-06,0.00939105
9.53958,9.44177000e-06,0.00944177
9.5596,9.43247000e-06,0.00943247
9.57959,9.41720000e-06,0.0094172
9.59959,9.45311000e-06,0.00945311
9.61955,9.51276000e-06,0.00951276
9.63959,9.53154000e-06,0.00953154
9.65974,9.50710000e-06,0.0095071
9.67968,9.51645000e-06,0.00951645
9.69969,9.56478000e-06,0.00956478
9.71972,9.62389000e-06,0.00962389
9.73971,9.61453000e-06,0.00961453
9.75979,9.59894000e-06,0.00959894
9.77977,9.62668000e-06,0.00962668
9.7998,9.68715000e-06,0.00968715
9.81981,9.71072000e-06,0.00971072
9.83981,9.69889000e-06,0.00969889
9.85992,9.68880000e-06,0.0096888
9.87997,9.73918000e-06,0.00973918
9.89986,9.79851000e-06,0.00979851
9.9199,9.79678000e-06,0.00979678
9.93988,9.77718000e-06,0.00977718
9.96,9.80102000e-06,0.00980102
9.97999,9.86271000e-06,0.00986271
10,9.89278000e-06,0.00989278
